monthly_allowance,distance_from_campus,accommodation_type,transport_type,meal_habits,outings_per_month,gaming_hours,club_events,mobile_data_usage,year_of_study,printing_frequency,predicted_spending
6818,11.3,rented,bicycle,mess,5,14,1,16.1,3,30,6972
17157,22.4,rented,walk,cafe,9,31,0,6.0,3,17,11502
13828,9.8,hostel,own_vehicle,home,2,18,0,17.0,4,24,8813
12476,3.2,pg,public,home,9,6,5,1.0,1,22,8443
15990,24.5,home,own_vehicle,mixed,10,1,4,17.5,3,4,10672
5375,29.5,rented,own_vehicle,mess,4,12,4,5.9,1,1,6375
19868,20.4,pg,public,cafe,7,32,6,4.8,1,6,11757
18671,0.9,home,own_vehicle,home,12,5,1,2.0,4,18,11209
24052,20.7,rented,bicycle,mess,7,16,4,9.7,1,25,13265
9188,7.8,hostel,public,mess,4,0,2,2.1,1,17,5993
6308,7.4,home,walk,mixed,0,0,0,19.4,3,9,4503
24534,3.5,pg,bicycle,cafe,8,6,0,17.6,3,21,13349
13661,5.1,rented,bicycle,mixed,2,20,6,7.9,1,8,8493
11812,3.2,pg,own_vehicle,mess,1,3,4,4.6,2,3,7407
13922,4.5,rented,walk,mixed,12,27,0,3.1,3,16,10240
10673,4.9,hostel,own_vehicle,cafe,12,8,5,8.8,1,4,8821
7045,11.8,home,public,mess,11,40,0,1.0,1,5,6447
9784,6.7,hostel,walk,mixed,7,37,6,8.2,3,20,7737
15785,19.6,pg,bicycle,home,8,12,3,10.6,1,9,9510
10892,9.4,home,bicycle,home,12,32,0,15.2,3,21,8382
22750,19.4,rented,bicycle,mess,5,39,2,1.1,3,5,12426
20193,19.3,home,bicycle,mixed,2,21,3,10.3,1,0,9806
19447,14.8,home,public,mess,0,23,4,2.5,3,23,9743
18091,27.2,hostel,public,cafe,5,5,4,6.9,3,22,10615
15060,5.2,home,public,home,10,20,1,3.6,4,6,9209
7201,16.6,pg,public,mixed,10,10,4,11.2,2,0,7256
8076,18.6,home,bicycle,mixed,5,6,5,13.3,3,4,6217
4073,9.5,rented,own_vehicle,mess,3,6,2,7.9,4,4,5813
15218,7.0,pg,walk,home,4,4,1,1.3,1,3,7899
9911,2.2,home,public,cafe,2,5,2,5.7,4,16,6563
3910,28.9,rented,public,home,11,8,3,19.3,1,30,7031
24646,4.0,hostel,public,mixed,6,39,5,10.0,4,22,13372
9023,10.7,home,public,mess,1,13,2,1.3,4,22,5956
17236,23.6,home,own_vehicle,home,11,28,5,8.7,2,18,11247
16463,15.3,hostel,own_vehicle,mess,1,39,6,6.4,3,1,9599
24566,28.5,rented,bicycle,home,0,6,0,3.7,4,26,12259
3269,22.0,pg,bicycle,cafe,9,14,1,13.3,2,6,5778
21084,2.8,rented,bicycle,home,1,26,0,9.2,4,23,11181
23363,26.4,home,public,cafe,6,37,3,1.8,1,3,12148
22779,29.9,rented,walk,mess,1,23,3,11.4,4,4,12106
10860,17.6,pg,own_vehicle,mess,5,23,4,8.6,2,12,8434
12877,4.1,home,bicycle,cafe,5,32,4,14.7,3,22,8565
15331,22.3,pg,own_vehicle,mess,12,17,3,13.3,4,11,11486
3845,15.7,hostel,public,mixed,10,4,0,17.9,4,16,6081
11459,19.0,rented,walk,mess,2,31,6,5.9,3,5,8019
12049,9.3,pg,own_vehicle,home,6,24,3,19.2,3,9,9102
20653,22.7,home,walk,mess,8,33,0,8.7,2,23,11269
19049,21.6,pg,public,mixed,7,18,4,8.9,3,11,11479
7109,14.0,pg,bicycle,mess,10,33,6,16.3,1,10,7361
16611,15.0,rented,walk,home,12,21,2,12.9,3,10,11219
24688,13.3,home,walk,mixed,9,3,3,18.0,1,26,12775
13116,19.0,rented,public,home,0,1,0,10.2,1,24,7881
11591,3.3,home,bicycle,cafe,9,11,0,13.1,3,12,8056
17673,20.8,rented,walk,cafe,5,21,6,13.3,2,10,11093
6427,15.0,rented,public,mixed,5,9,5,8.7,2,24,6955
11836,6.6,rented,bicycle,home,12,9,0,4.5,1,8,8644
5386,0.3,rented,own_vehicle,mess,7,10,3,7.5,1,30,6883
6501,21.8,home,own_vehicle,mess,9,26,3,19.1,4,5,7401
15253,1.2,pg,bicycle,mess,11,36,2,8.4,2,25,10310
8877,2.0,hostel,own_vehicle,cafe,0,25,4,8.4,1,21,6668
14003,27.5,rented,public,cafe,2,13,3,5.8,3,2,9236
6390,27.2,hostel,walk,home,0,34,4,8.1,4,23,5436
4117,9.1,home,bicycle,home,2,6,6,7.9,4,10,4019
7083,18.1,home,bicycle,mixed,0,21,4,9.2,2,2,4938
11867,20.4,pg,public,home,2,2,3,16.7,3,6,7631
5577,23.7,hostel,own_vehicle,mixed,2,10,1,11.7,3,19,5913
22577,26.1,pg,own_vehicle,mixed,4,10,4,14.8,1,2,12450
18930,23.3,home,own_vehicle,home,8,33,0,3.2,1,25,11046
9770,1.2,rented,bicycle,home,3,33,1,7.9,2,4,6930
9893,14.1,rented,walk,cafe,4,33,6,1.6,2,20,8062
9131,8.1,home,public,mixed,0,17,6,3.1,2,13,5817
6435,12.0,rented,public,cafe,2,29,4,5.7,4,1,6685
7334,3.8,rented,own_vehicle,mess,11,24,4,16.8,1,9,8420
18518,20.1,hostel,walk,home,9,27,5,15.4,3,8,10899
12625,2.7,hostel,public,home,7,29,6,1.6,4,14,8444
4077,10.0,pg,public,mixed,12,10,1,19.0,2,24,6811
11985,12.0,rented,public,mixed,0,18,4,15.4,3,27,8557
5831,2.7,hostel,own_vehicle,cafe,12,25,5,5.5,2,21,7611
16246,14.7,hostel,walk,mess,7,32,2,3.2,3,19,9620
8615,20.5,pg,walk,mixed,9,18,1,15.5,2,28,7916
22887,4.4,rented,bicycle,cafe,1,35,3,7.3,4,30,12656
15788,2.8,home,public,mixed,2,10,5,5.9,3,26,8737
20065,27.0,pg,own_vehicle,mixed,0,31,4,11.6,2,21,11573
12261,1.6,pg,bicycle,mixed,8,13,3,17.2,1,11,8507
23791,17.4,home,own_vehicle,mixed,6,33,0,11.3,1,15,12744
22295,11.2,rented,bicycle,mess,0,3,1,16.4,4,11,11432
3443,18.6,home,walk,cafe,7,0,4,4.0,1,7,4396
10278,13.7,hostel,public,home,10,7,1,16.3,3,14,7943
8785,15.1,pg,bicycle,home,10,26,5,14.4,3,27,8199
21696,10.0,pg,own_vehicle,mixed,11,8,4,5.7,2,30,13351
15950,22.0,pg,bicycle,cafe,0,30,1,16.2,1,25,9366
23219,24.9,hostel,own_vehicle,mess,10,32,0,12.2,1,19,13397
20506,16.9,hostel,public,mess,9,13,1,8.5,2,14,11391
7803,29.9,rented,public,home,2,30,2,12.4,2,12,6942
19008,7.1,pg,own_vehicle,home,2,9,0,16.2,3,7,10481
7784,9.7,hostel,own_vehicle,home,12,11,4,18.7,4,8,8106
14845,3.1,home,public,mess,6,0,4,8.6,3,26,8767
22427,23.5,hostel,bicycle,home,9,27,3,16.5,1,30,12415
14174,24.9,rented,bicycle,mixed,6,19,3,2.2,1,16,9425
5808,6.5,pg,walk,mixed,2,12,5,11.9,1,17,5276
11620,29.2,rented,public,mess,12,26,1,9.2,3,28,10258
5075,29.1,home,own_vehicle,cafe,5,39,4,18.8,1,30,6889
22560,11.5,home,own_vehicle,mixed,0,11,1,4.7,3,9,11008
21746,21.3,rented,walk,cafe,3,28,5,1.1,3,6,12058
11255,29.2,rented,walk,mixed,2,27,1,3.3,4,15,8199
11899,21.3,rented,bicycle,home,2,6,6,4.5,3,4,7717
24158,3.4,home,bicycle,mess,10,36,0,18.4,3,14,12921
9684,3.3,rented,walk,mess,10,11,4,18.6,2,23,8548
21334,9.9,pg,bicycle,home,7,6,0,6.7,2,23,11255
13571,2.8,pg,public,mixed,11,12,5,14.5,2,2,9707
17401,28.9,hostel,own_vehicle,home,12,12,6,7.6,4,20,11845
5789,21.1,rented,bicycle,home,10,40,4,19.0,2,10,7513
12918,3.4,home,bicycle,home,0,25,4,3.5,3,10,6709
21057,20.7,pg,public,cafe,7,7,5,11.6,1,24,12259
21487,20.0,hostel,own_vehicle,home,5,18,4,12.5,1,29,11916
12910,9.8,home,public,mess,3,13,4,19.4,1,25,7851
10308,12.5,rented,own_vehicle,mess,6,6,3,16.7,3,8,8777
10897,7.0,hostel,own_vehicle,home,6,30,0,3.4,3,15,7889
3133,12.6,rented,bicycle,mess,2,6,3,16.0,3,27,5111
3013,20.0,home,own_vehicle,home,9,27,3,19.7,1,8,5638
5918,16.7,pg,bicycle,mess,9,6,5,8.2,4,17,6708
23735,13.7,home,public,mixed,4,0,6,17.8,2,20,12049
14915,10.5,hostel,own_vehicle,cafe,5,0,2,8.4,1,13,9193
6676,9.0,pg,public,mess,3,38,6,9.9,4,15,6649
14019,8.6,home,own_vehicle,mess,9,18,0,5.9,3,29,9577
24629,22.6,rented,own_vehicle,home,6,3,1,10.7,3,5,13598
19616,22.7,pg,bicycle,mess,3,9,4,12.8,4,15,10848
19768,6.6,rented,bicycle,cafe,8,23,4,12.0,4,28,12651
18274,12.4,rented,own_vehicle,home,2,21,5,13.3,3,7,11059
18982,20.8,pg,own_vehicle,mixed,2,32,3,2.8,4,25,11501
6796,29.0,home,public,home,10,21,4,15.4,3,6,6883
22840,8.2,rented,walk,mixed,10,36,4,12.7,2,19,13645
11639,16.2,pg,walk,mixed,11,9,4,7.3,3,3,8801
17636,17.5,rented,bicycle,mess,4,36,5,3.3,2,29,10793
5333,10.8,rented,walk,mixed,7,24,1,6.9,2,17,6413
14820,14.9,hostel,public,mess,12,23,1,15.1,4,20,10483
18245,29.8,hostel,bicycle,cafe,4,29,3,8.2,2,1,10166
17836,23.7,home,own_vehicle,cafe,1,0,4,1.5,3,24,9956
6226,18.7,rented,walk,mixed,2,14,2,19.1,4,3,6324
14880,21.8,rented,walk,mess,7,3,4,3.9,2,4,9399
4725,17.7,rented,walk,home,9,1,0,4.4,3,1,5763
5097,23.5,hostel,public,mixed,4,28,1,12.7,1,22,5603
14384,30.0,rented,bicycle,home,7,32,1,14.2,1,8,9708
23093,28.8,home,public,mixed,11,18,2,8.2,3,9,12936
7469,24.8,pg,bicycle,home,3,40,4,11.3,3,28,6828
16578,10.4,hostel,bicycle,cafe,8,12,6,2.0,2,9,9798
5922,6.4,hostel,own_vehicle,mess,6,16,5,17.3,3,25,6780
22059,1.4,rented,bicycle,cafe,1,31,5,10.2,2,6,11761
12329,21.6,pg,walk,mixed,1,35,5,16.5,1,20,8165
20410,5.0,home,walk,mixed,10,12,4,4.1,2,2,10844
20304,27.9,home,walk,mess,10,1,4,16.2,1,4,11019
10718,27.6,pg,own_vehicle,mixed,0,8,6,17.0,3,14,8153
22927,26.5,pg,public,mixed,4,17,5,2.2,1,19,12169
24478,20.5,rented,public,mixed,11,11,4,8.4,4,5,14441
13032,24.3,pg,bicycle,cafe,9,9,0,5.3,4,20,9506
14305,18.8,rented,public,mess,9,2,4,13.2,2,19,10218
14967,23.1,pg,own_vehicle,home,9,21,1,12.0,1,0,10083
15548,25.5,home,bicycle,home,3,33,1,9.4,3,26,8832
10091,28.5,rented,walk,home,11,19,4,8.4,2,7,8658
21262,11.0,rented,public,home,0,4,0,13.9,1,20,10776
14932,20.4,rented,public,cafe,7,38,1,1.1,3,1,10393
15007,3.3,home,walk,home,10,8,1,3.0,4,14,8828
13754,18.5,hostel,bicycle,cafe,12,16,5,18.0,2,18,10105
5439,1.0,pg,bicycle,mess,11,17,0,14.7,2,20,6502
18950,4.1,hostel,walk,home,12,38,3,4.3,3,26,11374
17681,9.9,rented,walk,home,6,13,3,2.1,1,15,10025
22898,12.9,pg,bicycle,mess,12,11,1,7.6,4,12,13042
17071,13.2,pg,walk,home,7,18,3,4.0,2,6,9677
12925,11.1,rented,bicycle,cafe,6,22,3,4.0,2,19,9239
13687,25.4,hostel,public,cafe,1,19,3,7.9,2,24,8433
17384,12.9,pg,own_vehicle,home,5,26,2,15.6,3,17,10930
17038,27.3,home,own_vehicle,mixed,9,22,5,7.1,4,15,11313
3146,9.8,home,public,mess,6,29,4,14.9,4,29,5407
12176,26.0,hostel,walk,cafe,9,0,2,12.7,3,13,8676
19484,13.8,rented,bicycle,mixed,4,24,4,10.5,3,1,11232
20873,1.6,rented,own_vehicle,mixed,0,40,3,5.2,2,16,11793
15166,1.1,rented,walk,mixed,2,29,2,1.0,2,0,8707
23951,18.5,pg,public,home,1,11,6,15.7,2,17,12066
3409,5.4,rented,public,mixed,2,31,3,5.6,1,28,5315
12622,15.4,rented,own_vehicle,mess,5,6,1,13.8,3,8,9325
15114,22.7,pg,public,home,10,14,2,10.5,3,18,10266
22959,18.9,hostel,own_vehicle,cafe,3,22,6,13.3,3,4,12638
7373,16.6,home,public,mess,2,0,4,14.2,1,17,5348
5943,15.0,rented,own_vehicle,home,12,4,0,2.5,4,7,7652
9879,12.8,hostel,walk,mess,5,0,2,13.8,3,19,6808
15763,19.1,hostel,own_vehicle,cafe,0,1,6,14.4,4,11,9556
20033,6.4,rented,public,cafe,2,5,0,14.6,2,0,10921
19676,27.2,hostel,bicycle,mixed,5,17,4,1.7,4,17,10868
17514,5.4,rented,walk,cafe,4,7,2,19.9,1,19,10460
4577,17.3,home,public,mixed,12,29,0,19.7,4,26,7044
21981,29.9,hostel,own_vehicle,mess,10,27,4,6.2,2,24,13195
14961,24.5,pg,public,home,6,38,2,19.6,3,18,10169
14943,16.2,pg,own_vehicle,mixed,11,3,5,8.8,2,28,11030
7471,12.6,hostel,public,mixed,9,16,4,1.5,1,27,6861
20161,19.4,home,own_vehicle,mess,0,0,1,14.5,3,26,10468
5521,19.8,hostel,public,cafe,9,24,4,3.1,4,6,6677
11549,18.1,pg,public,mixed,3,13,3,7.8,3,18,8059
5786,7.4,home,own_vehicle,mess,1,35,4,2.7,1,3,4955
10552,7.2,home,public,home,3,12,0,6.1,2,8,6154
5671,19.0,home,walk,mixed,12,6,1,10.3,4,24,6628
22716,12.6,pg,own_vehicle,mess,8,4,1,13.8,2,5,12734
4655,25.0,pg,bicycle,mess,4,18,4,6.6,2,27,5531
13422,3.5,home,walk,mixed,4,37,2,10.0,1,25,7989
12532,29.2,rented,walk,mess,11,40,1,10.7,2,4,9858
12010,23.0,home,walk,mess,8,14,6,12.9,1,7,7879
19201,14.9,rented,bicycle,cafe,0,14,0,17.0,4,18,10947
8589,10.1,hostel,own_vehicle,home,3,15,2,10.9,2,13,6525
19411,5.1,pg,walk,mess,10,21,6,4.0,4,19,11691
16711,16.7,rented,own_vehicle,home,1,5,3,19.1,1,20,10161
4754,12.6,hostel,bicycle,mess,2,17,0,9.7,4,13,4616
12321,21.6,rented,bicycle,mixed,2,36,1,3.2,2,28,8578
13901,1.5,hostel,walk,home,4,16,4,8.2,3,0,7663
22329,4.2,hostel,public,cafe,5,17,5,18.3,3,23,12344
22457,13.3,rented,public,mixed,2,3,2,10.3,3,4,11865
6531,13.5,rented,own_vehicle,home,9,16,4,1.0,3,26,7836
15591,9.9,rented,public,cafe,4,26,5,16.2,4,9,10676
19934,2.2,rented,public,home,5,8,5,17.9,4,9,11603
15416,9.7,hostel,bicycle,mess,4,15,0,10.0,3,4,8430
5504,7.3,hostel,bicycle,mixed,11,38,4,19.0,3,8,6908
20266,6.7,pg,own_vehicle,mixed,7,8,5,15.8,4,23,12625
6997,30.0,rented,bicycle,home,4,7,1,19.9,1,22,6591
9670,25.6,pg,public,mess,2,18,3,3.6,2,27,7132
17919,27.4,hostel,own_vehicle,cafe,1,38,3,7.6,4,1,10655
4702,25.7,pg,bicycle,home,9,38,4,13.6,4,30,7008
17943,6.5,rented,bicycle,mess,0,33,2,18.4,2,30,10341
23976,13.9,rented,bicycle,mixed,3,10,0,11.0,3,25,12712
15109,26.4,hostel,public,mess,8,7,0,16.2,3,5,9488
21394,3.8,pg,public,home,12,0,3,5.8,2,21,12217
22275,22.4,rented,public,home,12,19,1,4.6,4,22,13685
6237,23.1,home,bicycle,mess,4,3,6,18.6,2,5,5314
12536,4.6,pg,walk,mess,9,5,5,15.1,4,7,8877
6656,11.4,pg,bicycle,cafe,10,14,0,13.5,4,24,7537
8593,9.3,home,bicycle,mess,7,7,1,2.6,2,11,5960
19245,18.7,home,walk,mess,2,19,6,3.1,2,15,9547
8335,29.9,rented,public,home,0,28,3,11.8,1,11,6659
7697,24.5,pg,walk,mess,12,36,3,10.4,3,3,7911
16966,12.3,hostel,walk,mess,0,23,2,6.6,1,24,8488
7716,14.1,home,walk,mess,10,8,1,2.8,2,10,6145
18445,11.2,hostel,walk,mess,3,24,6,8.8,3,15,9872
13231,7.3,home,bicycle,cafe,12,28,5,16.5,1,23,9629
20917,8.2,rented,walk,mixed,3,3,1,3.0,1,17,10812
8208,5.9,pg,own_vehicle,home,5,7,0,3.6,1,23,6677
9736,28.7,hostel,walk,home,6,9,1,9.4,3,1,6678
15569,23.5,rented,bicycle,cafe,2,9,4,4.0,3,27,9856
15888,10.2,rented,own_vehicle,mixed,3,4,3,12.4,3,11,10342
14596,27.0,hostel,bicycle,mixed,5,14,2,20.0,3,5,9049
9685,13.3,rented,own_vehicle,mixed,7,24,5,17.1,2,13,9176
18788,11.8,home,public,mixed,9,0,2,16.3,3,30,11123
8443,22.7,rented,bicycle,mess,5,38,6,9.1,2,11,7652
12469,18.2,hostel,own_vehicle,cafe,3,30,0,12.7,4,1,8770
24194,5.8,home,bicycle,mess,1,27,0,3.3,4,27,11357
14246,7.2,rented,bicycle,mess,1,40,5,19.0,3,8,9216
9014,7.8,hostel,public,mess,10,16,1,17.0,4,19,7909
4992,21.2,home,walk,home,5,33,5,15.2,3,16,5412
24131,28.4,pg,own_vehicle,cafe,5,16,5,11.7,3,24,14062
23084,13.6,home,public,home,5,18,1,13.0,1,23,11484
12936,6.5,pg,own_vehicle,cafe,6,32,2,12.1,4,28,10189
20301,10.0,home,own_vehicle,mixed,2,20,1,2.1,1,10,10288
20365,0.4,home,own_vehicle,cafe,5,6,0,17.1,2,21,11302
8201,24.1,home,own_vehicle,mess,10,36,4,12.3,4,10,8294
8605,6.6,hostel,walk,mess,11,9,5,16.1,3,27,7672
23068,19.3,pg,public,mess,12,35,6,10.2,4,1,13876
15000,6.3,pg,walk,home,6,4,1,14.0,1,2,8445
12453,9.5,home,public,mess,9,30,1,14.5,3,2,8530
24553,1.9,home,own_vehicle,cafe,8,0,3,11.8,2,4,12951
20180,26.8,rented,walk,mess,1,29,0,16.8,1,24,11117
11140,28.5,home,walk,mixed,1,33,2,8.8,4,18,7258
4870,16.6,home,bicycle,mixed,3,40,0,19.5,2,14,5147
14306,18.4,home,public,mixed,0,5,0,1.3,4,20,7732
22964,27.4,home,own_vehicle,cafe,0,0,4,14.1,1,2,11389
19830,6.6,rented,own_vehicle,mixed,11,4,4,1.2,1,0,12288
20257,27.3,pg,own_vehicle,mess,0,31,0,16.8,1,0,10966
7904,22.6,pg,walk,home,11,25,4,16.7,1,10,7546
6139,25.4,hostel,walk,mess,12,34,0,14.9,2,25,7129
11801,21.8,hostel,walk,mixed,7,27,4,10.8,4,26,8748
5122,1.4,hostel,public,cafe,1,5,6,16.3,4,7,5179
8880,16.8,pg,public,mess,9,24,2,15.7,3,16,8162
23680,11.7,home,own_vehicle,home,1,4,6,10.2,2,26,11676
13707,7.7,rented,own_vehicle,cafe,5,2,1,14.4,2,28,10088
5740,25.4,pg,public,cafe,10,33,0,7.3,4,30,7834
14314,18.6,rented,walk,home,4,9,2,13.4,2,13,8916
10053,7.5,rented,bicycle,home,1,29,5,7.1,4,15,7360
7094,25.3,pg,bicycle,mess,2,1,3,2.7,2,19,5581
23892,4.1,pg,walk,mixed,7,27,6,14.9,4,8,13162
13067,15.6,pg,bicycle,mixed,8,0,3,18.3,1,1,8679
12806,18.4,pg,walk,mixed,6,25,6,9.5,4,5,8995
21601,11.5,pg,own_vehicle,cafe,9,38,0,18.2,1,8,13271
19146,3.9,home,public,cafe,4,20,5,10.5,3,23,10673
12983,27.3,rented,own_vehicle,mixed,11,7,1,14.1,4,3,10824
14290,6.1,pg,own_vehicle,home,10,11,4,18.3,4,24,10724
10044,4.6,pg,own_vehicle,mixed,6,20,2,15.4,3,4,8335
19371,25.9,rented,own_vehicle,cafe,5,40,2,13.3,2,28,12930
3985,21.7,pg,walk,cafe,3,24,3,7.2,3,11,5313
9594,16.7,pg,bicycle,home,3,19,6,19.2,2,6,6989
14439,11.8,pg,bicycle,mixed,5,30,5,8.0,2,21,9342
3173,29.2,pg,walk,mess,3,14,6,13.1,4,2,4930
23037,2.5,rented,own_vehicle,mixed,0,6,2,17.7,1,29,12457
5588,10.8,hostel,own_vehicle,home,3,4,2,5.6,3,5,5174
20983,2.4,rented,own_vehicle,mixed,5,2,4,15.7,4,6,12550
22665,13.6,rented,walk,cafe,7,38,6,15.9,2,3,13303
15145,2.1,hostel,walk,mess,10,37,6,6.0,2,0,9406
4163,4.3,home,bicycle,home,12,0,5,8.1,4,18,5572
12473,4.6,home,bicycle,mess,10,33,1,8.3,2,29,8571
8405,26.2,home,own_vehicle,home,11,6,0,6.9,1,23,7464
5012,13.9,pg,own_vehicle,mess,4,6,2,17.2,2,13,6028
12562,4.2,pg,walk,mixed,10,16,5,8.2,1,9,8787
9512,15.3,pg,walk,mixed,7,19,5,14.8,3,29,8178
13178,26.2,rented,public,mixed,4,15,4,16.0,3,15,9607
14011,4.2,home,bicycle,cafe,5,38,3,18.3,2,5,8696
12428,10.3,rented,walk,cafe,2,7,0,1.2,3,20,8097
22383,18.4,hostel,walk,mixed,7,33,2,16.2,3,6,12185
21542,22.2,hostel,public,mixed,11,39,4,8.2,2,23,12953
17126,17.9,pg,bicycle,cafe,12,15,5,16.9,1,23,11608
23605,26.9,rented,public,home,9,21,6,13.5,3,12,13931
9754,13.7,home,bicycle,mess,2,22,1,6.9,4,25,6466
4046,3.9,hostel,walk,mess,7,22,0,10.3,2,11,4763
21257,6.0,pg,public,home,1,21,0,7.5,3,9,10590
10218,16.7,home,walk,mixed,1,14,2,19.1,2,11,6371
24923,15.5,hostel,walk,cafe,12,17,4,18.0,2,10,13875
17195,4.9,home,bicycle,mixed,12,17,1,13.8,2,27,10643
7085,13.0,pg,walk,home,8,26,5,11.1,4,17,7082
12609,4.8,home,own_vehicle,cafe,1,20,1,8.5,4,25,8292
7481,1.6,home,public,mess,6,24,4,12.3,2,23,6339
20908,9.5,home,public,cafe,4,5,3,6.4,2,6,10567
6255,23.0,hostel,walk,cafe,6,40,5,11.3,3,30,6953
3933,5.3,pg,walk,mess,6,0,5,5.7,4,7,4995
8563,7.1,rented,walk,cafe,2,9,4,13.5,4,26,7425
14603,12.1,pg,walk,mixed,11,15,6,12.8,4,2,10251
24233,20.2,rented,public,cafe,4,12,0,1.1,3,25,13233
14040,24.5,home,own_vehicle,mixed,4,7,5,17.9,4,26,9642
14348,26.1,pg,walk,mixed,3,12,6,4.3,3,7,8752
10937,21.2,pg,walk,cafe,7,22,3,14.1,4,12,8756
4827,13.7,hostel,bicycle,cafe,0,29,5,19.8,4,13,5333
4461,28.1,rented,walk,cafe,11,9,3,2.6,1,13,6726
19806,18.6,rented,public,home,2,24,6,19.6,4,8,11604
6515,19.5,rented,walk,home,10,17,0,13.8,3,6,7141
21638,13.2,rented,bicycle,cafe,9,24,0,1.1,1,17,12531
24629,20.7,hostel,own_vehicle,mess,6,40,1,11.1,1,18,13318
10062,21.4,pg,own_vehicle,mess,9,6,4,12.3,2,17,8778
6466,28.6,home,bicycle,mess,6,21,0,2.8,1,14,5369
14863,13.8,hostel,walk,mess,8,27,5,9.4,3,23,9559
7100,4.0,pg,public,mess,5,8,5,10.8,2,5,6170
19723,3.4,home,own_vehicle,cafe,12,5,3,19.0,2,2,12099
9757,2.7,home,public,home,1,15,2,3.6,4,21,6040
16982,24.0,rented,public,home,7,27,5,8.0,1,27,11043
19995,26.4,rented,own_vehicle,mixed,10,21,0,8.3,1,14,12932
8554,14.2,rented,public,home,6,11,4,2.8,2,9,7159
6980,7.2,rented,walk,home,3,18,3,1.2,4,9,6026
22423,12.6,home,public,mixed,4,18,3,14.3,3,22,11759
11288,16.3,hostel,own_vehicle,home,9,35,5,4.4,2,28,9029
13810,27.2,home,own_vehicle,cafe,0,22,0,5.1,1,10,8113
5172,6.4,home,public,mess,8,26,2,14.2,4,22,6147
10180,16.5,rented,public,mixed,7,5,1,6.9,2,10,8140
10810,19.3,pg,public,mess,0,27,2,15.8,2,19,7405
23341,28.3,home,own_vehicle,cafe,6,10,5,15.7,4,26,13528
19345,19.0,pg,bicycle,home,6,28,6,13.9,4,8,11312
13203,25.4,hostel,public,home,9,30,0,15.2,1,16,9000
9095,29.6,hostel,walk,home,10,17,0,12.8,2,10,7259
19749,5.7,hostel,own_vehicle,home,10,8,6,19.2,1,6,11647
5612,20.0,home,own_vehicle,mixed,4,27,5,7.8,3,15,6246
19671,23.8,home,own_vehicle,cafe,5,32,5,14.4,4,19,12146
14649,14.1,home,walk,mess,4,38,0,9.7,3,13,8423
5196,19.5,hostel,own_vehicle,home,12,14,5,14.6,3,3,7072
3679,16.3,pg,bicycle,mixed,10,33,3,8.5,4,17,6513
24636,29.5,rented,bicycle,mess,0,14,1,18.9,3,1,12450
24019,7.0,hostel,public,home,4,6,0,6.2,2,1,11166
17515,29.9,rented,walk,home,3,21,1,16.9,3,19,10516
15240,14.4,hostel,bicycle,mixed,11,4,0,11.3,2,24,9772
22352,14.4,rented,public,home,8,27,4,9.4,1,4,12625
21605,13.6,home,own_vehicle,home,1,40,6,4.7,3,20,11360
13514,12.2,hostel,public,home,1,22,5,4.8,2,21,7710
12967,16.8,rented,bicycle,mess,2,3,0,10.9,3,18,8257
4394,9.5,hostel,bicycle,cafe,1,28,0,5.1,3,5,4389
10983,24.0,pg,bicycle,mess,3,19,6,13.0,3,2,7646
12579,26.6,home,walk,mixed,6,10,6,2.4,4,25,8353
18369,18.2,rented,bicycle,home,1,2,6,3.0,2,15,9784
11767,16.4,pg,walk,cafe,1,30,6,7.4,1,23,7856
19067,20.6,home,bicycle,mess,3,9,2,14.1,3,18,9873
15762,24.5,home,public,mess,9,25,3,4.3,1,8,9502
14498,14.6,home,public,mixed,12,32,3,4.1,2,14,9877
19761,11.3,home,own_vehicle,mess,10,29,0,4.4,2,27,11785
24487,26.2,hostel,own_vehicle,mixed,11,30,0,13.7,4,20,14638
3370,0.2,pg,own_vehicle,mixed,12,10,5,6.3,3,5,6605
17498,15.3,rented,bicycle,mess,11,0,1,12.5,4,16,11459
23877,22.7,home,public,mixed,5,36,2,15.0,1,21,12514
20711,12.6,rented,own_vehicle,cafe,9,12,5,4.4,2,23,13298
22048,4.4,home,own_vehicle,mixed,0,13,3,8.0,4,17,11196
15059,23.6,rented,public,mixed,11,24,2,5.1,2,8,10868
16715,8.8,hostel,walk,home,2,9,1,7.6,4,11,8525
3624,7.9,pg,bicycle,mixed,6,19,6,5.5,3,23,5552
3099,17.2,rented,public,mixed,3,6,2,15.6,2,21,5422
16891,12.8,pg,public,mixed,7,27,0,4.8,2,25,10503
19459,2.0,hostel,walk,mess,2,16,2,11.0,4,8,9741
6709,18.9,pg,own_vehicle,mixed,9,15,5,17.6,2,24,8116
23080,23.0,pg,bicycle,home,8,28,6,9.2,2,17,12774
16059,15.8,pg,public,mess,7,13,4,17.5,4,30,10759
20646,3.3,home,public,home,11,9,1,7.3,4,25,11600
23807,18.2,pg,own_vehicle,mixed,3,40,2,3.5,1,12,12818
19921,7.8,home,walk,home,3,18,1,12.3,3,1,9574
20733,12.0,pg,bicycle,mixed,10,40,3,4.5,1,28,12342
4853,13.6,home,own_vehicle,mixed,12,34,6,8.9,4,21,7571
10501,21.1,home,walk,mess,9,2,2,13.4,4,8,7570
17096,15.1,pg,bicycle,mess,5,13,5,10.2,1,21,9864
16908,4.9,rented,bicycle,mixed,1,3,5,5.5,2,8,9293
