monthly_allowance,distance_from_campus,accommodation_type,transport_type,meal_habits,outings_per_month,gaming_hours,club_events,mobile_data_usage,year_of_study,printing_frequency,predicted_spending
22216,19.8,pg,walk,home,8,35,6,2.0,3,6,12654
9565,19.3,pg,walk,cafe,3,30,5,14.1,4,19,8571
13850,25.6,rented,public,mixed,5,10,0,9.6,1,15,9556
10189,27.6,pg,bicycle,mixed,9,13,1,10.1,3,25,9250
15317,6.3,pg,walk,cafe,0,4,2,1.6,1,4,7350
12521,13.3,rented,walk,mess,3,12,2,4.3,3,23,8165
8710,10.3,pg,bicycle,home,0,11,6,6.0,1,0,5333
7497,11.5,hostel,public,home,4,29,1,8.0,3,21,6493
8615,28.2,home,walk,mess,2,8,6,4.6,4,22,6060
15263,9.7,home,bicycle,mess,12,39,4,4.6,3,25,11144
7868,10.0,hostel,public,home,8,37,3,5.0,1,25,7729
18422,23.8,hostel,bicycle,mixed,12,32,2,10.5,4,5,12610
13545,21.4,home,own_vehicle,mixed,4,37,3,13.1,1,6,9535
10193,26.9,home,bicycle,mixed,3,19,3,17.9,2,29,7591
15258,7.8,hostel,bicycle,mess,4,28,4,7.7,1,14,8726
19785,18.7,home,own_vehicle,mixed,6,26,2,16.3,3,8,11992
15529,0.9,home,bicycle,cafe,10,4,2,18.1,3,26,10502
19441,15.5,hostel,public,home,1,7,0,7.8,2,10,8634
9443,20.3,rented,public,cafe,3,38,1,20.0,3,0,9126
12813,8.6,rented,own_vehicle,mixed,9,0,3,13.4,2,27,10951
16025,7.0,pg,own_vehicle,home,8,37,6,11.5,4,23,12145
18119,10.4,hostel,public,home,6,26,1,9.3,1,11,10003
7553,17.4,pg,public,mess,7,22,2,5.3,4,21,7913
16217,22.9,rented,public,mess,9,2,1,3.9,3,18,10948
23638,24.0,home,own_vehicle,home,6,4,4,8.3,4,3,12159
13775,17.2,home,public,mess,2,6,5,11.5,1,26,7708
22771,14.8,pg,bicycle,mess,6,18,1,5.4,1,14,11595
4882,11.2,hostel,bicycle,cafe,6,25,1,19.8,2,17,6828
16710,14.5,hostel,own_vehicle,home,2,13,2,9.2,4,5,9129
22782,17.3,rented,bicycle,mixed,4,12,0,19.8,4,2,12377
16082,18.2,pg,public,mixed,7,29,4,1.7,1,9,10613
24177,26.5,home,public,cafe,6,39,6,16.4,2,13,13906
11163,5.6,home,own_vehicle,mixed,10,11,5,11.8,4,22,9990
4430,7.3,pg,public,cafe,10,4,5,14.8,2,29,8074
19170,12.5,hostel,public,mess,12,6,4,15.6,3,13,12325
17776,5.1,pg,walk,mixed,0,4,5,14.2,4,12,9062
14260,22.4,pg,own_vehicle,mess,0,16,0,14.5,2,10,8583
24964,22.5,home,own_vehicle,mess,1,35,5,5.6,4,4,12290
18426,24.6,pg,bicycle,mess,9,6,1,6.6,4,5,11079
5542,20.2,hostel,public,home,7,22,1,5.1,1,28,6364
20442,6.6,hostel,walk,mixed,11,19,3,2.0,1,1,11605
15366,23.1,pg,public,home,3,5,0,9.0,1,10,8321
9296,20.5,hostel,bicycle,mess,12,10,5,4.2,4,16,8919
6528,24.5,rented,bicycle,home,8,25,3,3.3,2,3,7646
14684,9.8,hostel,own_vehicle,cafe,0,24,1,9.7,1,21,8714
12124,19.6,rented,walk,mess,3,26,2,15.6,4,3,8848
20569,23.8,pg,public,mess,9,20,5,14.2,2,10,12912
8745,19.1,rented,own_vehicle,mess,5,1,4,18.3,4,12,8887
19745,19.3,pg,walk,home,0,39,6,18.0,3,7,10572
17041,22.8,hostel,walk,home,5,31,2,4.8,4,6,9597
24038,1.3,home,public,home,4,20,5,16.0,1,16,11487
16595,19.5,rented,walk,home,11,21,2,5.6,1,29,11651
24790,29.7,pg,own_vehicle,cafe,2,28,5,1.1,4,2,13431
9306,1.8,pg,bicycle,home,1,11,4,11.4,2,7,5895
19627,2.5,home,public,home,11,12,1,9.1,2,9,11075
12350,17.4,pg,public,mixed,1,23,3,8.2,4,14,8265
16850,15.3,home,bicycle,mixed,0,24,3,17.2,3,19,8813
20602,4.8,pg,public,mixed,7,19,3,6.4,4,2,11883
13919,4.3,home,bicycle,home,3,0,0,17.4,3,15,7062
16256,27.8,home,public,mixed,7,19,5,19.8,1,13,10763
4272,29.8,hostel,own_vehicle,home,3,27,2,15.7,3,16,6393
19011,19.1,rented,walk,mixed,6,15,1,10.1,3,20,11567
3925,21.0,pg,public,mixed,10,9,2,5.7,2,0,6975
6825,23.2,home,own_vehicle,mess,8,12,3,4.2,4,8,7501
12903,15.1,home,public,mixed,12,5,0,13.1,3,26,10065
7676,8.2,pg,own_vehicle,cafe,0,10,6,10.3,1,2,6685
16691,15.8,rented,own_vehicle,home,2,23,1,14.4,2,15,10429
8963,15.2,hostel,own_vehicle,home,2,12,0,15.2,2,8,6538
16395,13.3,hostel,bicycle,mess,4,5,3,3.4,1,10,8224
3972,17.7,home,own_vehicle,mess,0,3,2,15.3,1,21,4390
22085,23.7,hostel,walk,home,8,0,3,12.5,3,29,11760
18922,14.3,rented,own_vehicle,cafe,5,21,2,16.5,3,21,12907
16057,11.5,hostel,public,cafe,12,6,0,9.7,4,23,11493
7550,1.0,hostel,public,home,5,28,4,14.0,4,16,7100
16537,19.9,hostel,public,mess,10,23,6,1.9,3,21,11278
17559,7.2,home,own_vehicle,mess,5,27,3,19.8,1,23,10823
15611,9.0,pg,bicycle,mess,2,31,6,2.7,4,5,9039
17623,28.7,home,bicycle,home,3,10,6,18.9,1,3,9152
17250,29.8,hostel,bicycle,cafe,6,17,1,14.7,4,30,11085
24974,3.9,pg,own_vehicle,mess,12,21,6,5.3,1,20,15092
14246,11.4,home,own_vehicle,home,3,16,0,6.5,1,2,7723
14148,22.3,pg,walk,cafe,2,20,3,12.0,1,9,8824
5027,17.8,pg,own_vehicle,mixed,5,23,6,13.9,2,16,7851
24749,18.1,pg,walk,mixed,0,34,6,9.8,2,26,12243
12726,25.1,home,own_vehicle,home,9,18,1,15.2,1,19,9788
13490,9.4,hostel,public,mixed,10,13,3,6.5,4,1,9842
13916,4.8,pg,bicycle,mess,12,11,6,10.3,4,9,10836
24602,27.4,pg,walk,mixed,5,27,5,10.0,3,24,13473
15824,11.9,rented,public,home,11,35,3,2.8,3,24,12096
22018,26.0,hostel,public,mixed,10,10,4,3.6,4,9,12861
7745,6.5,pg,walk,cafe,11,36,0,13.9,2,12,9255
16995,20.4,pg,walk,mess,5,30,1,19.0,1,16,10463
24302,10.3,home,bicycle,mixed,3,2,0,5.6,4,9,10499
22534,28.6,home,walk,mixed,10,24,2,13.0,4,11,13148
3380,3.8,hostel,walk,mixed,10,32,1,1.4,4,8,6432
6098,23.9,pg,own_vehicle,mixed,10,27,2,11.9,1,10,9097
5080,21.5,pg,own_vehicle,mess,6,35,6,11.2,4,2,8201
20003,25.1,hostel,bicycle,mess,2,38,5,4.4,4,25,10747
13298,3.9,pg,bicycle,home,1,35,2,17.2,1,2,7776
7086,15.3,rented,bicycle,mixed,10,0,1,6.7,3,21,8233
20501,13.5,home,public,cafe,9,34,4,5.0,1,21,12489
4465,7.3,pg,bicycle,cafe,3,8,4,11.5,3,8,5709
7210,21.9,home,walk,cafe,4,24,5,18.2,4,14,7359
5728,28.4,home,bicycle,home,1,40,5,6.1,2,22,5413
15194,17.0,pg,own_vehicle,home,5,27,3,1.5,2,2,9810
11851,3.9,hostel,own_vehicle,mess,5,40,0,7.9,3,24,9030
11953,4.6,pg,public,mess,1,24,1,8.2,1,25,7349
7046,5.4,rented,own_vehicle,mess,8,22,5,11.9,3,17,9241
11881,18.3,hostel,bicycle,cafe,12,24,1,7.6,4,15,10408
22408,4.0,hostel,bicycle,home,2,24,4,15.0,1,29,10651
23945,29.2,pg,own_vehicle,mixed,2,28,2,16.2,3,8,13224
17017,15.7,pg,public,mess,4,26,6,6.9,1,20,10306
5604,2.5,pg,walk,home,9,3,0,15.1,4,25,6806
3350,28.9,home,bicycle,mixed,7,32,5,20.0,1,12,6751
3455,18.6,hostel,own_vehicle,cafe,3,33,5,12.6,4,30,7229
8522,20.3,pg,bicycle,mess,5,8,4,7.7,1,13,6932
19236,11.5,rented,walk,cafe,10,15,6,11.2,1,9,12919
12803,14.6,rented,bicycle,mess,11,40,4,8.5,3,29,11633
24068,15.6,hostel,own_vehicle,mixed,0,22,0,12.7,3,9,11578
14596,3.4,rented,bicycle,mixed,5,0,0,9.2,2,2,8766
20337,15.5,pg,own_vehicle,mess,7,0,1,15.6,3,7,11975
18423,12.0,rented,public,mixed,2,34,6,6.1,4,21,11444
17396,5.0,rented,own_vehicle,mess,5,12,0,4.6,1,4,10352
15928,12.7,rented,walk,home,10,12,3,19.2,3,3,11315
16798,14.8,home,bicycle,cafe,12,25,4,14.8,4,4,12099
6595,28.7,hostel,bicycle,home,5,32,0,15.6,2,1,6442
14211,13.0,hostel,own_vehicle,mixed,4,18,3,2.6,4,7,9218
23237,4.7,pg,bicycle,cafe,12,7,6,6.0,2,21,13992
17062,6.1,hostel,bicycle,home,9,40,5,3.8,1,4,10510
16149,1.3,pg,bicycle,mixed,0,39,1,2.7,1,12,8359
16346,15.8,pg,bicycle,cafe,6,30,0,10.7,1,9,10481
6606,8.2,rented,public,mixed,3,20,0,4.5,1,1,6275
24640,22.4,pg,public,mixed,4,38,0,9.2,3,30,13388
19098,11.0,rented,walk,mess,10,0,5,11.5,2,10,11977
14815,22.3,rented,public,home,10,17,1,12.1,1,28,11253
6485,4.1,hostel,walk,home,3,28,0,2.4,3,9,4940
18538,29.7,pg,bicycle,mess,2,12,3,11.5,3,28,10143
21361,29.3,rented,own_vehicle,mess,6,4,3,9.0,1,5,12548
22633,8.4,pg,public,mess,9,3,6,19.5,2,23,13309
16025,15.0,hostel,bicycle,mixed,12,32,3,11.7,4,12,11918
22897,8.3,pg,walk,home,9,13,4,14.2,4,16,12901
20205,7.9,pg,public,cafe,8,7,1,5.3,2,9,11677
4280,19.3,rented,bicycle,cafe,12,3,5,19.6,2,17,9007
6807,0.2,rented,public,cafe,1,35,2,14.7,4,28,7681
23037,9.0,hostel,walk,cafe,3,17,1,5.9,1,17,10841
24538,29.4,hostel,own_vehicle,cafe,10,40,4,11.5,4,7,15732
13625,8.2,home,bicycle,mixed,3,27,2,3.8,4,2,7741
19251,5.6,pg,bicycle,home,9,31,5,4.4,3,0,11589
13163,5.1,pg,own_vehicle,home,1,9,0,9.1,4,29,8064
24139,29.1,hostel,bicycle,mess,9,6,3,8.3,1,26,12744
3444,23.0,hostel,bicycle,home,12,5,2,3.7,1,25,6291
3307,28.7,hostel,public,mess,3,8,3,15.4,4,26,5455
8345,9.4,home,bicycle,home,0,34,5,6.1,1,0,5063
4459,3.3,rented,walk,mixed,2,0,1,1.5,4,12,4802
7829,10.7,rented,bicycle,mixed,10,7,3,4.2,1,7,8233
6333,28.7,rented,public,mess,9,21,0,7.8,1,28,8421
4420,18.2,pg,own_vehicle,cafe,9,11,5,9.1,3,19,8513
12404,10.6,hostel,public,mixed,10,23,2,16.4,1,25,10133
3071,25.9,pg,bicycle,cafe,2,24,3,14.7,4,26,6197
5205,3.6,home,public,home,1,20,1,4.5,4,11,4158
13463,14.9,home,own_vehicle,cafe,2,15,3,9.0,4,17,8847
20490,14.9,pg,own_vehicle,mess,9,26,4,12.0,2,22,13465
5859,7.2,hostel,bicycle,mess,5,35,3,19.2,1,1,6380
14447,11.0,pg,public,mixed,2,35,3,5.6,2,1,8905
7515,3.7,pg,own_vehicle,mess,11,27,2,2.0,1,21,8945
22058,2.4,pg,walk,home,5,9,0,5.7,1,18,10375
16647,4.7,pg,own_vehicle,home,11,33,5,19.0,4,13,13061
14053,13.4,hostel,public,mess,2,3,5,1.6,2,16,7448
8254,0.5,home,own_vehicle,cafe,9,32,2,14.5,4,29,9531
8138,8.3,hostel,own_vehicle,home,11,13,3,12.8,2,12,8728
9019,24.7,hostel,own_vehicle,mixed,5,25,6,8.2,1,25,8635
15172,19.5,pg,public,mess,1,4,2,12.5,3,0,8223
10848,8.6,hostel,walk,home,9,0,6,18.3,2,17,8373
9610,19.2,hostel,bicycle,cafe,1,36,4,1.9,4,1,6993
4574,9.6,rented,walk,cafe,12,18,3,10.5,3,24,8942
15800,21.8,pg,walk,cafe,6,32,0,10.5,2,0,10385
22240,23.9,home,walk,cafe,2,9,5,9.8,1,30,10806
10588,26.6,pg,bicycle,cafe,7,8,2,6.5,4,1,8688
15701,7.3,hostel,bicycle,mixed,1,0,1,15.6,3,17,7874
5856,15.1,home,public,home,4,10,0,6.3,3,11,4954
5923,2.3,home,public,mixed,4,28,5,18.6,1,18,6489
18999,1.4,rented,own_vehicle,mixed,9,8,3,8.0,3,11,12684
5735,20.5,home,public,mess,9,3,5,16.0,1,4,6811
6450,8.9,pg,own_vehicle,mess,3,24,6,9.8,1,11,7062
18265,14.2,home,walk,mess,2,6,3,15.6,2,12,8687
13771,2.1,rented,own_vehicle,home,11,30,0,6.3,1,17,11277
8103,28.5,pg,bicycle,cafe,9,2,4,15.7,1,29,8897
14845,23.7,home,bicycle,mess,3,1,6,14.0,3,8,8185
23830,5.4,pg,walk,cafe,6,5,2,17.6,4,27,12970
16753,15.8,rented,bicycle,mess,1,27,2,19.3,3,5,9902
9507,10.6,home,own_vehicle,mixed,8,10,5,9.3,4,26,8953
3325,16.9,pg,walk,home,5,20,0,3.9,4,29,5358
7832,15.1,rented,walk,mixed,4,33,5,1.1,4,30,8113
7119,19.1,hostel,walk,home,11,12,3,14.2,2,19,7825
15371,6.6,pg,bicycle,mess,5,23,0,6.7,3,16,9177
7087,21.0,home,own_vehicle,mixed,5,22,6,11.3,3,3,7658
8761,13.9,rented,bicycle,home,8,27,3,6.4,4,20,8814
12281,21.1,hostel,walk,mess,1,1,4,18.7,1,15,6893
23441,27.8,hostel,own_vehicle,mess,10,18,6,9.0,2,24,14300
17897,16.6,hostel,bicycle,mixed,1,22,6,18.4,4,29,10181
24130,21.2,home,walk,cafe,12,14,4,6.4,3,9,13800
16589,20.3,hostel,own_vehicle,mess,0,1,1,16.0,3,10,8679
8584,28.8,home,bicycle,mixed,3,39,5,8.5,1,25,7279
21935,13.0,home,bicycle,mixed,5,33,1,9.3,1,22,11271
7139,15.2,home,public,home,5,13,0,2.8,4,0,5520
23607,23.1,pg,walk,mess,9,24,0,15.1,2,14,13332
23790,19.0,rented,bicycle,home,10,14,2,4.7,2,23,13536
15389,23.2,hostel,public,mess,2,40,0,13.1,1,3,8854
18044,27.8,hostel,walk,home,4,16,1,2.8,4,27,9453
14842,27.4,pg,own_vehicle,mess,7,1,3,2.4,1,6,9840
16759,11.4,rented,own_vehicle,home,2,19,0,18.2,1,3,10056
14233,29.8,home,walk,home,8,16,0,4.7,1,17,8584
3754,15.6,pg,bicycle,cafe,1,13,0,7.2,2,2,4536
7147,8.2,home,bicycle,mess,5,35,5,6.6,4,13,6699
19798,28.4,pg,public,home,3,17,3,3.0,3,5,10324
9744,28.6,home,own_vehicle,mixed,6,38,5,6.2,3,19,9278
6524,18.3,home,bicycle,cafe,5,40,6,2.2,2,28,7231
4106,28.8,rented,own_vehicle,cafe,9,33,2,8.6,1,5,9028
13573,13.0,pg,public,home,1,13,5,8.1,2,24,7963
13303,3.8,rented,walk,cafe,3,29,4,16.1,2,17,9712
5170,11.7,pg,bicycle,mess,8,17,5,12.6,1,18,7097
24176,12.8,home,public,cafe,3,12,0,16.3,4,1,11661
11992,12.8,hostel,own_vehicle,home,9,20,4,8.3,1,9,9462
3584,19.4,hostel,own_vehicle,cafe,2,25,0,18.0,1,10,5992
24128,0.7,home,walk,mixed,11,19,2,7.0,3,12,12928
5613,16.8,rented,own_vehicle,mess,6,19,5,19.7,4,27,8961
24007,29.0,hostel,public,mess,0,14,0,16.7,2,3,10730
13579,25.9,home,bicycle,home,1,12,5,18.1,3,26,7767
20614,29.7,hostel,public,mess,1,3,2,2.4,3,22,9554
23078,23.8,home,public,home,2,37,3,3.3,3,27,11211
7849,22.6,home,own_vehicle,mess,8,33,1,12.0,4,8,8563
13548,23.2,home,bicycle,mess,4,18,5,2.6,2,21,8005
24205,22.1,pg,walk,mess,7,3,1,1.2,2,14,11899
15617,5.8,hostel,public,home,9,33,4,17.3,3,22,11060
17877,19.7,hostel,bicycle,home,5,24,3,17.5,2,24,10323
16113,5.8,rented,own_vehicle,home,10,19,6,12.0,1,4,12093
18104,26.3,hostel,bicycle,mess,7,11,2,1.5,4,11,10132
11702,3.7,hostel,public,mixed,3,9,3,10.5,3,1,7293
17461,8.3,hostel,walk,mixed,11,27,1,6.6,4,5,11315
22465,8.4,home,own_vehicle,mess,10,3,5,5.7,1,7,12396
6774,1.8,hostel,public,home,1,34,0,6.2,4,12,5270
15874,3.2,rented,own_vehicle,home,2,13,2,13.1,3,23,9913
3101,3.0,home,public,home,2,20,5,2.3,2,10,3748
17916,4.4,hostel,own_vehicle,mixed,5,1,1,19.5,1,5,10214
3318,17.9,home,walk,mixed,3,30,0,1.9,1,18,4286
12524,25.1,pg,bicycle,mess,1,19,6,15.0,4,15,8401
14494,29.7,rented,own_vehicle,cafe,5,29,0,16.7,3,22,11844
13935,26.8,home,walk,cafe,10,33,5,13.2,2,13,10967
10217,19.8,pg,public,mixed,0,15,4,15.1,4,11,7474
9760,22.4,pg,own_vehicle,mess,4,40,5,11.4,4,30,9650
20265,5.4,rented,public,mixed,9,26,2,6.9,1,18,12832
20041,21.1,hostel,own_vehicle,mixed,9,22,2,3.1,1,15,12359
7821,14.1,pg,public,home,4,31,2,2.2,3,0,6697
17872,1.4,rented,walk,mess,7,19,0,9.2,1,1,10407
11238,4.3,rented,bicycle,mess,11,17,1,19.9,2,13,10192
22176,27.6,rented,bicycle,mess,7,22,1,16.4,4,13,13285
16078,29.0,hostel,public,cafe,9,19,1,11.7,3,25,11485
21945,4.3,pg,public,home,6,35,1,6.7,1,9,11682
21568,27.8,home,bicycle,mixed,12,27,0,3.6,4,22,13077
13264,15.2,rented,own_vehicle,cafe,6,29,3,19.3,4,0,11616
21314,1.0,home,walk,home,9,19,6,5.6,3,4,11262
23345,16.4,rented,walk,mixed,2,25,5,1.1,4,26,12301
4780,2.7,rented,walk,cafe,9,6,6,6.5,4,22,7937
13856,26.0,hostel,walk,home,8,9,4,15.1,4,4,9374
10325,26.9,pg,public,cafe,11,0,6,10.2,2,3,9989
5200,0.2,hostel,walk,home,3,6,3,1.5,4,12,4212
4823,27.8,rented,own_vehicle,mixed,2,15,6,17.1,3,26,7846
23078,20.5,hostel,own_vehicle,home,10,1,1,3.7,2,5,12482
19761,22.3,pg,own_vehicle,mixed,4,18,5,2.9,4,11,11850
24879,8.4,home,walk,mixed,6,27,1,1.5,4,3,11898
21488,11.8,rented,walk,mixed,0,22,1,9.9,4,8,10797
3298,29.5,rented,bicycle,cafe,11,33,3,10.7,2,20,8955
7961,10.7,rented,own_vehicle,home,4,19,3,2.3,4,12,7792
18458,18.3,pg,public,home,11,20,4,19.1,3,18,12820
23233,24.9,hostel,walk,mess,11,10,1,2.8,1,15,12395
18611,9.8,pg,bicycle,mess,2,24,6,19.5,1,1,10137
23050,7.7,hostel,walk,mixed,12,23,4,13.0,1,29,13771
8703,9.8,home,own_vehicle,home,10,36,4,4.8,3,15,8971
17336,20.4,pg,bicycle,home,6,33,6,16.0,1,18,11123
3794,18.9,hostel,bicycle,mess,12,8,0,7.8,4,18,6828
20910,26.0,rented,bicycle,mixed,3,13,4,16.7,3,11,11929
23266,27.0,pg,walk,mixed,6,40,3,17.6,1,4,13311
19949,9.1,hostel,own_vehicle,home,0,38,4,7.3,2,26,10412
12499,27.7,rented,own_vehicle,cafe,1,10,2,2.4,2,27,9127
19965,28.0,rented,own_vehicle,mess,8,7,4,9.9,3,20,13235
3982,1.2,home,public,home,5,3,1,4.9,3,29,4447
24736,27.4,hostel,bicycle,mixed,1,36,4,14.4,1,11,12036
5318,28.5,hostel,own_vehicle,home,4,2,0,1.7,2,20,5452
14477,13.1,rented,bicycle,mess,0,1,6,15.9,2,17,8392
22927,25.8,hostel,own_vehicle,mess,6,24,5,3.4,4,17,13029
7514,3.6,hostel,public,cafe,3,21,3,18.4,2,7,6873
6014,17.7,pg,own_vehicle,mess,12,0,6,14.7,1,2,8828
4856,4.0,pg,public,mess,5,22,4,13.4,2,9,6411
7250,18.3,home,walk,mess,1,16,4,4.9,3,28,5225
10218,13.4,rented,public,cafe,10,15,4,18.0,3,22,10905
20741,15.2,hostel,public,mixed,11,39,3,6.3,2,29,13418
7493,25.3,pg,public,home,1,23,5,16.5,2,1,6549
10703,21.0,home,walk,mess,7,2,2,6.3,4,9,7280
5768,2.0,home,own_vehicle,mess,6,24,3,1.8,2,12,6332
9043,19.9,hostel,public,mess,8,22,0,18.3,3,29,8623
11602,24.3,pg,walk,cafe,11,39,3,17.4,1,25,11368
6578,16.7,rented,own_vehicle,mixed,9,36,6,10.9,2,30,10301
15494,14.1,pg,bicycle,mess,4,17,0,20.0,3,10,9398
21713,12.0,rented,public,cafe,10,16,6,13.4,1,3,14077
13056,17.1,rented,public,home,7,29,0,9.4,4,1,9907
14754,14.5,pg,own_vehicle,mess,9,5,2,18.0,3,30,11338
5098,13.3,rented,public,cafe,7,8,1,13.0,2,27,7784
23248,19.7,pg,walk,mess,2,32,6,9.4,3,1,11759
21134,21.6,hostel,public,cafe,0,22,4,14.6,2,11,10785
6577,2.5,home,walk,mess,3,13,2,11.8,4,2,5027
24033,12.9,rented,bicycle,mess,5,38,6,7.8,4,28,13816
24364,11.4,rented,walk,home,5,2,2,18.7,1,3,12085
22956,6.5,rented,public,home,6,37,0,13.5,2,12,12954
24273,2.5,hostel,bicycle,mixed,8,7,6,17.7,1,19,12868
18477,19.8,home,public,cafe,3,36,2,18.3,3,7,10864
14860,7.1,rented,walk,home,7,26,2,2.5,1,29,9842
14871,19.7,pg,own_vehicle,mixed,3,36,6,16.7,2,29,11179
20616,7.5,home,bicycle,cafe,12,18,2,7.0,1,13,12292
16796,15.2,pg,own_vehicle,home,2,29,0,4.2,4,8,9729
21172,21.4,home,walk,home,0,27,0,14.1,1,4,9094
19872,26.0,home,own_vehicle,cafe,2,25,5,11.6,3,3,11351
14036,26.9,rented,walk,mess,1,22,3,18.3,4,23,9437
17276,8.8,home,bicycle,home,11,37,6,18.8,1,4,11528
3255,17.9,rented,own_vehicle,mixed,5,28,1,10.7,3,30,7672
6175,7.1,home,public,mess,9,33,4,12.0,4,9,7698
13577,11.6,pg,bicycle,mess,11,13,3,10.9,3,3,10222
14381,8.7,hostel,public,cafe,7,28,1,17.8,3,30,10635
11500,29.7,hostel,bicycle,cafe,2,6,1,11.5,2,0,7121
22608,27.1,pg,walk,mixed,0,23,1,6.4,4,23,11022
17576,15.7,home,public,mess,11,7,3,17.9,4,8,11442
5846,26.0,rented,walk,cafe,12,5,5,16.1,1,10,9270
8135,15.3,rented,own_vehicle,mess,11,20,0,9.2,3,6,9799
21290,19.9,hostel,walk,home,2,37,3,17.6,2,21,10905
9411,8.1,pg,own_vehicle,home,11,31,2,3.5,1,30,9752
19918,25.7,pg,walk,mixed,1,31,4,12.6,2,1,10608
16702,20.7,home,bicycle,cafe,7,33,5,19.1,3,26,11562
10598,26.3,home,own_vehicle,mixed,9,22,4,10.1,1,7,9533
6682,28.9,rented,own_vehicle,mixed,5,15,5,9.1,2,14,8542
13449,19.9,rented,own_vehicle,home,12,30,6,16.3,4,19,13042
16500,20.7,hostel,public,cafe,8,13,6,15.9,1,17,11312
13590,8.0,rented,own_vehicle,mixed,12,28,3,8.6,1,8,12175
18909,21.9,rented,walk,cafe,7,26,1,11.9,2,17,12356
9756,23.4,hostel,public,home,9,34,0,19.1,1,25,9087
15425,2.9,rented,public,mess,10,3,4,5.0,2,5,10632
20553,12.0,pg,public,home,5,21,3,5.1,2,30,11230
3446,1.3,hostel,walk,mixed,12,31,0,4.0,3,0,6702
10536,19.0,pg,walk,cafe,11,7,6,15.9,4,4,10263
11847,25.9,hostel,walk,mixed,0,0,5,16.8,2,3,6740
22273,23.8,pg,public,cafe,6,32,5,1.4,3,14,13162
9640,3.2,home,own_vehicle,cafe,6,5,1,19.4,3,15,8302
12319,27.2,pg,own_vehicle,mess,7,25,2,15.5,1,14,10279
10342,17.4,hostel,own_vehicle,home,7,23,3,11.7,3,10,8873
7711,24.3,hostel,walk,home,3,31,4,5.7,2,12,6190
23201,25.2,pg,walk,mixed,4,26,2,15.1,2,1,12224
13533,20.7,home,walk,cafe,11,13,6,11.7,4,17,10727
19377,9.5,pg,public,mixed,11,30,4,11.5,1,29,13271
6442,12.9,hostel,own_vehicle,home,12,0,1,10.9,1,5,7706
9467,13.2,hostel,walk,mixed,7,10,5,16.3,4,4,8063
20926,12.7,hostel,public,mess,6,18,5,18.5,3,16,11915
13563,18.5,rented,bicycle,home,4,33,5,4.9,3,16,9502
22808,7.7,home,bicycle,cafe,11,8,1,11.0,4,0,12688
13410,12.6,pg,own_vehicle,mess,0,19,5,4.6,1,17,8216
18027,10.1,hostel,own_vehicle,home,1,22,5,11.6,2,11,9683
23605,0.6,pg,public,cafe,6,37,5,6.8,4,29,13857
11347,16.9,pg,walk,home,1,13,2,4.4,1,4,6200
20115,17.7,home,public,cafe,12,39,5,18.3,2,5,13891
3087,23.5,pg,walk,home,2,10,3,17.6,3,2,4683
4710,4.3,home,own_vehicle,mixed,5,19,4,15.4,2,17,6601
15885,11.4,home,own_vehicle,cafe,4,33,2,11.1,2,30,10549
8443,28.4,rented,bicycle,mixed,8,28,3,14.2,3,21,9652
6940,16.8,home,public,home,0,23,6,9.9,3,23,5485
16896,6.6,pg,own_vehicle,cafe,2,0,1,9.4,2,0,9465
22208,9.4,hostel,public,cafe,8,0,4,6.2,3,20,12256
18687,12.1,rented,public,mess,9,1,6,14.6,4,19,12515
23717,13.7,pg,own_vehicle,mess,0,23,0,12.6,2,22,11737
8796,26.2,pg,walk,mixed,1,3,3,13.1,1,10,6226
6194,25.8,rented,bicycle,mess,5,20,5,4.2,3,16,7322
3464,28.2,home,own_vehicle,mess,1,12,6,15.5,2,23,5415
11737,2.7,home,walk,cafe,9,12,5,10.6,2,20,8971
3105,9.5,rented,walk,cafe,7,36,6,14.2,4,2,7887
6809,27.6,pg,walk,home,5,37,5,19.3,2,25,7937
3342,6.7,rented,own_vehicle,mess,11,15,2,16.9,2,23,8592
7349,9.5,home,public,home,4,8,4,7.0,2,26,5745
9168,8.3,pg,bicycle,cafe,4,28,2,2.8,3,18,7657
14914,10.6,home,bicycle,mess,9,24,1,11.2,2,22,9719
17216,10.5,rented,bicycle,cafe,11,32,4,16.8,3,2,13238
19818,23.2,rented,bicycle,mixed,4,2,0,10.8,2,15,10839
7581,14.1,rented,public,mixed,10,37,0,7.1,1,20,9364
14759,26.1,hostel,bicycle,mixed,7,21,2,13.3,1,5,9659
14731,9.3,home,bicycle,mess,7,39,3,12.3,4,23,9987
16085,14.3,pg,public,cafe,9,21,3,13.9,3,1,11655
10677,22.9,hostel,own_vehicle,mixed,12,17,4,8.6,1,5,10296
19783,5.2,rented,bicycle,home,2,21,6,19.2,1,9,10765
7635,24.1,home,own_vehicle,home,7,0,5,3.8,2,9,6948
13077,2.6,pg,bicycle,mixed,1,15,1,14.0,3,0,7514
18641,4.9,hostel,own_vehicle,mixed,11,13,3,13.7,4,22,12846
10954,22.9,hostel,own_vehicle,home,5,8,3,15.7,3,26,8620
16913,18.0,hostel,public,mixed,10,37,0,5.2,2,24,11557
10705,11.2,rented,walk,mixed,1,14,1,10.5,1,6,7039
12893,13.2,rented,own_vehicle,home,6,9,2,6.9,4,1,9609
11553,28.8,home,bicycle,home,6,33,6,3.0,1,11,8079
6322,19.7,home,walk,home,5,8,4,10.6,4,0,5547
